@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
true,2020-05-20T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1574013719301406', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1574013719301406?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.cosrev.2020.100255,https://api.elsevier.com/content/article/pii/S1574013719301406,Context Aware Recommendation Systems: A review of the state of the art techniques,Saurabh Kulkarni,Computer Science Review,37,2020-08-31,100255,,10.1016/j.cosrev.2020.100255,False,S1574013719301406,"{'author': [{'$': 'Saurabh Kulkarni'}, {'$': 'Sunil F. Rodd'}]}"
true,2018-05-15T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S092523121830585X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S092523121830585X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2018.05.033,https://api.elsevier.com/content/article/pii/S092523121830585X,Detecting action tubes via spatial action estimation and temporal path inference,Nannan Li,Neurocomputing,311,2018-10-15,65,77,10.1016/j.neucom.2018.05.033,False,S092523121830585X,"{'author': [{'$': 'Nannan Li'}, {'$': 'Jingjia Huang'}, {'$': 'Ge Li'}]}"
true,2020-12-19T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0360835220307464', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0360835220307464?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.cie.2020.107076,https://api.elsevier.com/content/article/pii/S0360835220307464,A systematic literature review of supply chain decision making supported by the Internet of Things and Big Data Analytics,Martijn Koot,Computers & Industrial Engineering,154,2021-04-30,107076,,10.1016/j.cie.2020.107076,True,S0360835220307464,"{'author': [{'$': 'Martijn Koot'}, {'$': 'Martijn R. K. Mes'}, {'$': 'Maria E. Iacob'}]}"
true,2003-10-10T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231297900230', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231297900230?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S0925-2312(97)90023-0,https://api.elsevier.com/content/article/pii/S0925231297900230,"ACNN'98 Ninth Australian Conference on Neural Networks : February 11–13, 1998, Brisbane, Australia",,Neurocomputing,17,1997-11-30,225,229,10.1016/S0925-2312(97)90023-0,False,S0925231297900230,
true,2013-12-02T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2212683X13000960', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2212683X13000960?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.bica.2013.11.003,https://api.elsevier.com/content/article/pii/S2212683X13000960,Meta-reasoning for predictive error correction: Additional results from abstraction networks with empirical verification procedures,Joshua K. Jones,Biologically Inspired Cognitive Architectures,7,2014-01-31,53,75,10.1016/j.bica.2013.11.003,False,S2212683X13000960,"{'author': [{'$': 'Joshua K. Jones'}, {'$': 'Ashok K. Goel'}]}"
true,2020-04-16T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1877050920308577', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1877050920308577?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.procs.2020.03.391,https://api.elsevier.com/content/article/pii/S1877050920308577,Generative Model for NLP Applications based on Component Extraction,Anupam Bhardwaj,Procedia Computer Science,167,2020-12-31,918,931,10.1016/j.procs.2020.03.391,True,S1877050920308577,"{'author': [{'$': 'Anupam Bhardwaj'}, {'$': 'Pooja Khanna'}, {'$': ' Pragya'}]}"
true,2017-05-20T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2452310017300549', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2452310017300549?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.coisb.2017.04.008,https://api.elsevier.com/content/article/pii/S2452310017300549,Making our way through the world: Towards a functional understanding of the brain's spatial circuits,Ingmar Kanitscheider,Current Opinion in Systems Biology,3,2017-06-30,186,194,10.1016/j.coisb.2017.04.008,False,S2452310017300549,"{'author': [{'$': 'Ingmar Kanitscheider'}, {'$': 'Ila Fiete'}]}"
true,2018-02-08T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0004370218300249', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0004370218300249?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.artint.2018.01.002,https://api.elsevier.com/content/article/pii/S0004370218300249,Autonomous agents modelling other agents: A comprehensive survey and open problems,Stefano V. Albrecht,Artificial Intelligence,258,2018-05-31,66,95,10.1016/j.artint.2018.01.002,False,S0004370218300249,"{'author': [{'$': 'Stefano V. Albrecht'}, {'$': 'Peter Stone'}]}"
true,2021-04-01T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128182796000268', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128182796000268?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-818279-6.00026-8,https://api.elsevier.com/content/article/pii/B9780128182796000268,Index,,Thinking Machines,,2021-12-31,289,298,10.1016/B978-0-12-818279-6.00026-8,False,B9780128182796000268,
true,2008-05-30T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0065245808604088', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0065245808604088?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S0065-2458(08)60408-8,https://api.elsevier.com/content/article/pii/S0065245808604088,A Sociological History of the Neural Network Controversy,Mikel Olazaran,Advances in Computers,37,1993-12-31,335,425,10.1016/S0065-2458(08)60408-8,False,S0065245808604088,{'author': 'Mikel Olazaran'}
true,2021-04-17T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0950705121002331', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0950705121002331?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.knosys.2021.106970,https://api.elsevier.com/content/article/pii/S0950705121002331,"A review of multimodal human activity recognition with special emphasis on classification, applications, challenges and future directions",Santosh Kumar Yadav,Knowledge-Based Systems,223,2021-07-08,106970,,10.1016/j.knosys.2021.106970,False,S0950705121002331,"{'author': [{'$': 'Santosh Kumar Yadav'}, {'$': 'Kamlesh Tiwari'}, {'$': 'Shaik Ali Akbar'}]}"
true,2015-10-17T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0893608015001860', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0893608015001860?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neunet.2015.09.011,https://api.elsevier.com/content/article/pii/S0893608015001860,Evolving spatio-temporal data machines based on the NeuCube neuromorphic framework: Design methodology and selected applications,Nikola Kasabov,Neural Networks,78,2016-06-30,1,14,10.1016/j.neunet.2015.09.011,False,S0893608015001860,"{'author': [{'$': 'Nikola Kasabov'}, {'$': 'Nathan Matthew Scott'}, {'$': 'Jie Yang'}]}"
true,2021-03-26T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780323901185000163', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780323901185000163?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-323-90118-5.00016-3,https://api.elsevier.com/content/article/pii/B9780323901185000163,Index,,Machine Reading Comprehension,,2021-12-31,239,248,10.1016/B978-0-323-90118-5.00016-3,False,B9780323901185000163,
true,2003-02-11T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/000510989290053I', 'scidir': 'https://www.sciencedirect.com/science/article/pii/000510989290053I?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/0005-1098(92)90053-I,https://api.elsevier.com/content/article/pii/000510989290053I,Neural networks for control systems—A survey,K. J. Hunt,Automatica,28,1992-11-30,1083,1112,10.1016/0005-1098(92)90053-I,False,000510989290053I,"{'author': [{'$': 'K. J. Hunt'}, {'$': 'D. Sbarbaro'}, {'$': 'P. J. Gawthrop'}]}"
true,2015-10-01T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B978012420248100009X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B978012420248100009X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-420248-1.00009-X,https://api.elsevier.com/content/article/pii/B978012420248100009X,Chapter 9: Public Health Surveillance: Predictive Analytics and Big Data,Chris Poulin,Artificial Intelligence in Behavioral and Mental Health Care,,2016-12-31,205,230,10.1016/B978-0-12-420248-1.00009-X,False,B978012420248100009X,"{'author': [{'$': 'Chris Poulin'}, {'$': 'Paul Thompson'}, {'$': 'Craig Bryan'}]}"
true,2019-06-21T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B978012817216200017X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B978012817216200017X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-817216-2.00017-X,https://api.elsevier.com/content/article/pii/B978012817216200017X,Index,,Introduction to Algorithms for Data Mining and Machine Learning,,2019-12-31,171,173,10.1016/B978-0-12-817216-2.00017-X,False,B978012817216200017X,
true,2018-05-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128123645000018', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128123645000018?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-812364-5.00001-8,https://api.elsevier.com/content/article/pii/B9780128123645000018,Chapter 1: An Introduction to Computational Phytochemistry,Satyajit D. Sarker,Computational Phytochemistry,,2018-12-31,1,41,10.1016/B978-0-12-812364-5.00001-8,False,B9780128123645000018,"{'author': [{'$': 'Satyajit D. Sarker'}, {'$': 'Lutfun Nahar'}]}"
true,2006-12-28T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1574119206000642', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1574119206000642?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.pmcj.2006.12.001,https://api.elsevier.com/content/article/pii/S1574119206000642,How smart are our environments? An updated look at the state of the art,Diane J. Cook,Pervasive and Mobile Computing,3,2007-03-31,53,73,10.1016/j.pmcj.2006.12.001,False,S1574119206000642,"{'author': [{'$': 'Diane J. Cook'}, {'$': 'Sajal K. Das'}]}"
true,2021-05-21T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128245361200014', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128245361200014?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-824536-1.20001-4,https://api.elsevier.com/content/article/pii/B9780128245361200014,Index,,Data Science for COVID-19,,2021-12-31,699,717,10.1016/B978-0-12-824536-1.20001-4,False,B9780128245361200014,
true,2017-06-09T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780081011072000427', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780081011072000427?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-08-101107-2.00042-7,https://api.elsevier.com/content/article/pii/B9780081011072000427,Chapter 42: The Neurodynamics of Categorization: Critical Challenges and Proposed Solutions,Matthew Ross,Handbook of Categorization in Cognitive Science,,2017-12-31,1053,1076,10.1016/B978-0-08-101107-2.00042-7,False,B9780081011072000427,"{'author': [{'$': 'Matthew Ross'}, {'$': 'Sylvain Chartier'}, {'$': 'Sébastien Hélie'}]}"
true,2018-02-24T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0079646817300243', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0079646817300243?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/bs.pmch.2017.12.003,https://api.elsevier.com/content/article/pii/S0079646817300243,Chapter Five: Big Data in Drug Discovery,Nathan Brown,Progress in Medicinal Chemistry,57,2018-12-31,277,356,10.1016/bs.pmch.2017.12.003,False,S0079646817300243,"{'author': [{'$': 'Nathan Brown'}, {'$': 'Jean Cambruzzi'}, {'$': 'David W. Sheppard'}]}"
true,2019-10-18T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128177365099877', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128177365099877?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-817736-5.09987-7,https://api.elsevier.com/content/article/pii/B9780128177365099877,Preface,Siddharth Misra,Machine Learning for Subsurface Characterization,,2020-12-31,xix,xxvi,10.1016/B978-0-12-817736-5.09987-7,False,B9780128177365099877,{'author': 'Siddharth Misra'}
true,2014-01-24T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S108480451400006X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S108480451400006X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jnca.2014.01.005,https://api.elsevier.com/content/article/pii/S108480451400006X,A comparative simulation study of TCP/AQM systems for evaluating the potential of neuron-based AQM schemes,Fan Li,Journal of Network and Computer Applications,41,2014-05-31,274,299,10.1016/j.jnca.2014.01.005,False,S108480451400006X,"{'author': [{'$': 'Fan Li'}, {'$': 'Jinsheng Sun'}, {'$': 'King-Tim Ko'}]}"
true,2003-06-10T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/0925231291900187', 'scidir': 'https://www.sciencedirect.com/science/article/pii/0925231291900187?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/0925-2312(91)90018-7,https://api.elsevier.com/content/article/pii/0925231291900187,Connectionist networks for constraint satisfaction,Angelo Monfroglio,Neurocomputing,3,1991-08-31,29,49,10.1016/0925-2312(91)90018-7,False,0925231291900187,{'author': 'Angelo Monfroglio'}
true,2014-06-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780080422367500286', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780080422367500286?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-08-042236-7.50028-6,https://api.elsevier.com/content/article/pii/B9780080422367500286,NEURAL NETWORKS FOR ROBOT CONTROL,G. Cembrano,Artificial Intelligence in Real-Time Control 1994,,1995-12-31,159,166,10.1016/B978-0-08-042236-7.50028-6,False,B9780080422367500286,"{'author': [{'$': 'G. Cembrano'}, {'$': 'C. Torras'}, {'$': 'G. Wells'}]}"
true,2003-06-17T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/0066413894900590', 'scidir': 'https://www.sciencedirect.com/science/article/pii/0066413894900590?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/0066-4138(94)90059-0,https://api.elsevier.com/content/article/pii/0066413894900590,Neural networks for robot control,G Cembrano,Annual Review in Automatic Programming,19,1994-12-31,159,166,10.1016/0066-4138(94)90059-0,False,0066413894900590,"{'author': [{'$': 'G Cembrano'}, {'$': 'C Torras'}, {'$': 'G Wells'}]}"
true,2021-01-09T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231220320269', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231220320269?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2020.12.114,https://api.elsevier.com/content/article/pii/S0925231220320269,The theoretical research of generative adversarial networks: an overview,Yanchun Li,Neurocomputing,435,2021-05-07,26,41,10.1016/j.neucom.2020.12.114,False,S0925231220320269,"{'author': [{'$': 'Yanchun Li'}, {'$': 'Qiuzhen Wang'}, {'$': 'Wanli Ouyang'}]}"
true,2020-05-08T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128170243000088', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128170243000088?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-817024-3.00008-8,https://api.elsevier.com/content/article/pii/B9780128170243000088,Chapter 8: Smart city functions,Christopher Kirwan,Smart Cities and Artificial Intelligence,,2020-12-31,163,192,10.1016/B978-0-12-817024-3.00008-8,False,B9780128170243000088,"{'author': [{'$': 'Christopher Kirwan'}, {'$': 'Fu Zhiyong'}]}"
true,2021-04-30T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128200452000076', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128200452000076?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-820045-2.00007-6,https://api.elsevier.com/content/article/pii/B9780128200452000076,Chapter 6: Lead optimization,Stephanie Kay Ashenden,"The Era of Artificial Intelligence, Machine Learning, and Data Science in the Pharmaceutical Industry",,2021-12-31,103,117,10.1016/B978-0-12-820045-2.00007-6,False,B9780128200452000076,{'author': 'Stephanie Kay Ashenden'}
true,2019-10-22T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0140366419308539', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0140366419308539?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.comcom.2019.10.014,https://api.elsevier.com/content/article/pii/S0140366419308539,"Path planning techniques for unmanned aerial vehicles: A review, solutions, and challenges",Shubhani Aggarwal,Computer Communications,149,2020-01-31,270,299,10.1016/j.comcom.2019.10.014,False,S0140366419308539,"{'author': [{'$': 'Shubhani Aggarwal'}, {'$': 'Neeraj Kumar'}]}"
true,2016-09-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1877050916320609', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1877050916320609?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.procs.2016.08.249,https://api.elsevier.com/content/article/pii/S1877050916320609,Activity Detection in Smart Home Environment,Pavle Skocir,Procedia Computer Science,96,2016-12-31,672,681,10.1016/j.procs.2016.08.249,True,S1877050916320609,"{'author': [{'$': 'Pavle Skocir'}, {'$': 'Petar Krivic'}, {'$': 'Gordan Jezic'}]}"
